environment,Air quality,Population density,Urban green spaces
1.0000009999999997,28.77188395,176,53.8671070189
0.39011863425048265,30.95460669,1236,42.262885499
0.45895246236046927,41.11184886,1306,47.2034934622
0.39011863425048265,30.95460669,1236,42.262885499
0.7044547023397281,35.40272059,475,49.9342413535
0.056953083412537193,37.42856997,6906,41.7872010966
0.056953083412537193,37.42856997,6906,41.7872010966
